category,title,content,img,url
101,테슬라 따라잡겠다대륙의 실수 샤오미 전기차 자신감,"중국 가전업체 샤오미가 내년 첫 전기차 출시를 앞둔 가운데 창업자 레이쥔 회장은 일론 머스크의 테슬라를 따라잡을 준비가 됐다고 자신했다.19일 홍콩 사우스차이나모닝포스트SCMP에 따르면 레이쥔 회장은 지난 17일 중국 관영 방송과 인터뷰에서 그간 엔지니어 3400명과 함께 업계 평균 개발비의 10배인 100억위안약 1조8000억원 이상을 들여 샤오미의 첫 전기차를 개발해왔다고 밝혔다.
레이쥔 회장은 애플 창업자 스티브 잡스로부터 영감을 받았다며 샤오미의 첫 전기차가 테슬라를 포함해 치열한 전기차 시장에서 경쟁력이 있을 것으로 자신한다고 말했다.
레이쥔 회장이 2010년 창업한 샤오미는 저렴한 가격에 성능과 완성도가 뛰어난 전자 제품들을 잇따라 선보이며 중국 정보기술IT 업계에 새로운 바람을 일으켰다.","https://imgnews.pstatic.net/image/025/2023/12/19/0003329626_001_20231219190109895.jpg?type=w647,https://imgnews.pstatic.net/image/009/2023/12/19/0005232543_001_20231219185101013.jpg?type=w647","https://n.news.naver.com/mnews/article/025/0003329626?sid=101,https://n.news.naver.com/mnews/article/009/0005232543?sid=101"
101,다올증권 2대 주주 이병철 회장 성과급 환수하라주주서한 발송,"실적 악화에 고통 분담 필요유상증자 등 선제적 자본 확충 시급 다올투자증권 2대 주주가 된 김기수 프레스토투자자문 대표가 이병철 다올투자증권 회장에 대한 성과급을 환수하라는 주주서한을 발송했다.
반면 이 회장은 작년 기본급과 업무추진비로 18억원을 지급받아 22개 증권사 개별 연봉 공개 대상 129명 중 성과급을 제외한 연봉이 가장 높았고 올해도 동일하게 같은 금액의 기본금과 업무추진비를 받고 있다는 게 김 대표측의 설명이다.
다올투자증권의 3분기말 순자본비율은 274.33로 국내 27개 증권사 중 상상인증권 케이프투자증권을 제외한 최하위 수준이다.",https://imgnews.pstatic.net/image/018/2023/12/19/0005640625_001_20231219193301046.jpg?type=w647,https://n.news.naver.com/mnews/article/018/0005640625?sid=101
101,LG전자도 나선 LG디스플레이 유상증자OLED 전략적 투자 승부수,"LG전자 유상증자 5000억원 참여부채 낮추고 OLED 경쟁력 강화中  추격 막고 시장 변화 선제 대응LG전자가 약 1조 3600억원 규모의 LG디스플레이LGD 유상증자에 참여하면서 유기발광다이오드OLED·올레드 사업 경쟁력 강화를 지원한다.LG전자는 최근 이사회를 열고 LGD가 실시하는 올레드 사업경쟁력과 미래 성장 기반 강화를 위한 자금조달 목적 유상증자에 참여하기로 했다고 19일 공시했다.
이날 유가증권시장에서 LGD 주가는 가치 희석을 우려한 주주들이 매도에 나서면서 전장 대비 3.90 내린 1만 1830원에 거래를 마쳤다.다만 시장에서는 LGD가 애플의 아이폰 신제품 등에 패널을 공급하기로 하면서 6개 분기 연속 적자 신세를 벗어나 올해 4분기에는 흑자 전환에 성공할 것으로 보고 있다.실제로 LGD는 이번 증자를 통해 확보한 자금을 내년 시장이 회복될 것으로 전망되는 올레드 사업 분야의 시설투자 및 운영자금으로 활용한다는 계획이다.","https://imgnews.pstatic.net/image/081/2023/12/19/0003417851_001_20231219184901139.jpg?type=w647,https://imgnews.pstatic.net/image/081/2023/12/19/0003417851_002_20231219184901189.jpg?type=w647",https://n.news.naver.com/mnews/article/081/0003417851?sid=101
101,LG디스플레이 1.3조 유증안정적인 실적 도모한다,"LG디스플레이는 수요가 늘어날 것으로 보이는 중소형 유기발광다이오드OLED 관련 시설투자에 나서고 일부는 채무 상환에 활용한다는 방침이다.
신주는 1억4218만4300주로 현재 주가 1만2310원에 20 할인율을 적용해 주당 9550원에 발행한다.특히 LG디스플레이는 유상증자 자금 중 4159억원은 중소형 OLED 시설투자에 할애하고 5483억원을 중소형IT·자동차 전기·전자장비 대형 OLED 원가율 개선을 통한 경쟁력 강화 목적으로 활용한다는 방침이다.
LG디스플레이는 내년 상반기 아이패드용 물량의 약 60약 500만대 이상을 담당하는 것으로 알려졌다.
이에 LG디스플레이는 올 1분기 설비투자CAPEX 1조390억원 가운데 1조원 이상을 해당 분야에 투입하는 등 의지를 드러냈다.
신용평가사 관계자는 LG디스플레이는 다른 회사와 달리 고객 확보 후 생산·설비투자를 진행하고 있다며 유상증자 성공적으로 이뤄진다면 양호한 잉여현금흐름FCF을 기록하는 등 부담을 완화될 수 있을 것이라고 말했다.
LG디스플레이 관계자는 OLED가 실적 성장 키를 쥐고 있다며 중소형 패널의 경우 액정표시장치LCD에서 OLED로 바뀌고 있는 경향이 있어 해당 부문에 투자를 진행할 계획이라고 말했다.",https://imgnews.pstatic.net/image/018/2023/12/19/0005640599_001_20231219183303725.jpg?type=w647,https://n.news.naver.com/mnews/article/018/0005640599?sid=101
101,3040 영끌족 부동산 활황에 퇴직연금도 당겨 썼다역대 최대 규모,"중도 인출 금액은 약 1조3000억원에 달했다.전세 보증금 등 주거 임차 목적으로 연금을 중도 인출한 사람도 1만5000명27.2 있었다.전체 인원 가운데 10명 중 8명81.6은 주택·주거 때문에 연금을 사용했다는 의미다.이외 사유는 회생 절차12.9 장기 요양4.2 등의 순이었다.연령별로 보면 퇴직연금 중도 인출자는 30대45.1와 40대31.0가 대부분을 차지했다.
종류별로는 확정급여형58.0이 가장 큰 비중을 차지했고 이외 확정기여형25.6 개인형 퇴직연금16.0 개인형 퇴직연금IRP 특례0.4 등의 순이었다.적립금을 개인형 퇴직연금으로 이전한 인원은 전년 대비 6.4 이전 금액은 16.2 각각 증가했다.
개인형 퇴직연금을 해지한 인원은 86만5천명으로 전년 대비 2.6 늘었다.",https://imgnews.pstatic.net/image/050/2023/12/19/0000070354_001_20231219183501094.jpg?type=w647,https://n.news.naver.com/mnews/article/050/0000070354?sid=101
101,다올證 회장 연봉 깎아라슈퍼개미 이번엔 주주서한 압박,"이달 초 법원에 회계장부 열람 등사 가처분 신청을 한 데 이어 이번에는 이 회장의 봉급을 깎으라는 내용의 주주서한을 다올투자증권에 발송했다.19일 프레스토투자자문은 보도자료를 내고 김 대표와 아내 최순자 씨가 이날 이 회장 보수 삭감과 유상증자를 비롯한 자본확충을 촉구하는 내용의 주주서한을 다올투자증권에 보냈다고 밝혔다.
김 대표는 서한에서 다올투자증권이 연결기준 지난해 4분기 이후 4개 분기 연속으로 영업손실을 기록하고 있다는 점 그 사이 직원 29.4가량이 떠난 점 등을 지적하며 이 회장의 성과급을 지급하지 말아야 한다고 주장했다.
김 대표는 지난달 3일에도 서울남부지방법원에 다올투자증권 회계장부 열람·등사 가처분 신청을 제기하며 본격적으로 경영 참여 활동에 착수한 바 있다.",https://imgnews.pstatic.net/image/011/2023/12/19/0004276573_001_20231219183901017.png?type=w647,https://n.news.naver.com/mnews/article/011/0004276573?sid=101
101,조양래 한국앤컴퍼니 지분 0.95추가백기사 효성도 또 매입종합,"잇따른 주식 매수로 사실상 차남 조현범 회장을 지지하는 조양래 명예회장의 지분은 총 378만3천718주3.99로 늘었다.
조현범 회장의 우호세력백기사으로 나선 효성그룹 계열사 효성첨단소재도 이날 한국앤컴퍼니 주식 10만3천860주0.35를 추가 확보했다.
효성첨단소재는 전날에도 한국앤컴퍼니 지분 14만6천460주0.15를 매입하고 조현범 회장의 특별관계자로 이름을 올렸다.
업계에서는 조양래 명예회장의 형인 효성그룹 조석래 명예회장이 추가 지분 확보에도 나설 가능성이 있는 것으로 보고 있다.","https://imgnews.pstatic.net/image/001/2023/12/19/PCM20220217000086003_P4_20231219184007572.jpg?type=w647,https://imgnews.pstatic.net/image/001/2023/12/19/PCM20200427000230505_P4_20231219184007578.jpg?type=w647",https://n.news.naver.com/mnews/article/001/0014399888?sid=101
101,하림 6조4000억원에 HMM 품고 재계 10위권 등극,"하림은 JKL파트너스와 함께 유가증권 매각과 영구채 발행 선박 매각 등으로 자금을 조달하는 것으로 전해졌다.산은과 해진공은 향후 세부 계약 조건에 대한 협상을 거쳐 주식매매계약SPA을 체결하고 2024년 상반기 중 거래를 종결할 계획이다.매각 측은 이달 초까지 우선협상대상자를 선정할 것으로 예상됐으나 하림측에서 인수 조건을 두고 여러 요구사항을 내놓으면서 우선 협상대상자 발표가 지체됐었다.특히 하림·JKL 파트너스 컨소시엄은 매각 측에 영구채의 주식 전환을 3년간 유예해달라고 요청해 특혜 논란이 불거졌었다.
벌크선사 팬오션을 보유한 하림은 컨테이너 선사 HMM까지 품에 안으면서 종합물류기업으로 거듭난다는 계획이다.",https://imgnews.pstatic.net/image/024/2023/12/19/0000086373_001_20231219184501009.jpg?type=w647,https://n.news.naver.com/mnews/article/024/0000086373?sid=101
101,포스코 회장 선출 룰세팅 완료최정우 이번주 거취 표명,"그동안 포스코는 현직 회장이 연임 의사를 밝히면 단독으로 우선 심사를 받을 기회를 부여했다.
이후 CEO 후보추천위원회가 한 달간 심사를 거쳐 적격 판단을 내리면 단독 후보로 주총에 안건을 올려 통과 시 연임할 수 있었다.최정우 포스코그룹 회장.포스코홀딩스이를 두고 현직 회장 연임에 유리한 구조라는 비판이 제기되면서 포스코그룹은 올해 3월 선진 지배구조 태스크포스TF를 발족하고 이 규정을 개정하는 작업에 착수했다.
이날 이사회에서 현직 우선 심사제가 폐지되면서 기존 회장도 다른 후보자들과 함께 심사를 받게 된다.현직 CEO가 CEO 승계 카운슬협의회의 당연직 멤버로 포함되는 기존 규정도 삭제해 이사회 독립성을 강화한다.
임기 완료 3개월 전을 고려하면 물리적으로는 오는 22일이 마지노선이다.최 회장이 사퇴 의사를 밝히면 포스코는 CEO 승계 카운슬을 가동한다.
포스코홀딩스 이사회 의장과 전문위원회 위원장 등 사외이사로 구성된 승계 카운슬은 회장 후보군 명단을 만들어 CEO 후보추천위원회에 올리고 추천위는 1명의 최종 후보자를 선정 후 내년 3월 주총에 올린다.서울 강남구 포스코센터.이데일리 만약 최 회장이 연임 입장을 표명할 경우 역대 회장 중 첫 3연임 도전이 된다.
2018년 7월 포스코그룹 회장에 오른 최 회장은 2021년 3월 연임에 성공해 5년 5개월째 회장직을 맡고 있다.","https://imgnews.pstatic.net/image/018/2023/12/19/0005640606_001_20231219185501043.jpg?type=w647,https://imgnews.pstatic.net/image/018/2023/12/19/0005640606_002_20231219185501052.jpg?type=w647",https://n.news.naver.com/mnews/article/018/0005640606?sid=101
101,다올證 2대주주 이병철 성과보수액 환수,"최대주주 참여 유상증자 등 자본확충 제안   다올투자증권의 2대 주주 김기수 프레스토투자자문 대표가 이병철 다올금융그룹 회장의 성과보수액 환수 등을 제안했다.
다올투자증권의 실적이 연결기준 2022년 4분기 이후 4분기 연속으로 영업손실을 기록하고 올해 3분기까지 667억원의 영업손실을 기록하는 등 최근 손실 규모가 급격하게 심화되고 있는 것으로 확인되서다.
그는 최근 손실 규모가 급격하게 심화되고 있는 것으로 확인되는데 다올투자증권은 부동산 프로젝트파이낸싱PF 관련 리스크가 현실화됨에 따라 유동성 확보를 위해 꾸준한 이익이 발생하던 다올인베스트먼트현 우리벤처파트너스와 다올신용정보현 나라신용정보를 매각했다며 지난해 말 502명에 이르던 다올투자증권 직원은 올해 1분기 말까지 352명으로 감소해 약 29.4에 이르는 150명의 직원이 회사를 떠나기도 했다고 지적했다.
이병철 김기수 다올투자증권  ",https://imgnews.pstatic.net/image/014/2023/12/19/0005117016_001_20231219184702737.jpeg?type=w647,https://n.news.naver.com/mnews/article/014/0005117016?sid=101
102, 경복궁 최초 낙서범 17세 남성 검거 낙서하면 돈 준대서,"이번에 검거된 용의자는 10대 남성이며 경찰은 남은 10대 여성을 추적하고 있다.경찰은 지난 16일 경복궁 담벼락에 스프레이로 영화 공짜 등의 문구와 불법영상 공유사이트의 이름을 남긴 임모17 군을 수원에서 검거했다고 19일 밝혔다.앞서 경찰은 폐쇄회로CCTV 영상 분석을 거친 결과 이 사건 용의자를 임 군과 여성 A양 등 2명으로 특정했다.임 군은 불법영상 공유 사이트 낙서를 쓰면 돈을 주겠다는 지인의 제안을 받고 A양과 함께 경북궁에 낙서 테러를 한 것으로 파악된다.경찰 조사 결과 임 군과 A양은 주거지 인근에서 택시를 타고 16일 오전 1시쯤 경복궁 인근에 내렸다.
이후 국립고궁박물관 방향 서쪽 담벼락에 붉은색과 푸른색 스프레이로 영화 공짜라는 문구와 함께 영상공유 사이트의 이름을 반복적으로 새겼다.",https://imgnews.pstatic.net/image/088/2023/12/19/0000852660_002_20231219193201253.jpg?type=w647,https://n.news.naver.com/mnews/article/088/0000852660?sid=102
102,부친상에 석방했더니 1년6개월간 도피행각전국돌며 마약 팔아,부친상을 이유로 형 집행 정지를 받고 구치소에서 나온 50대 마약사범이 1년 6개월 동안 전국을 돌며 마약을 팔다가 경찰에 붙잡혔다.19일 부산 중부경찰서에 따르면 지난 7일 마약류 관리법을 위반한 50대 A 씨가 부산에 있다는 내용의 첩보가 경찰에 들어왔다.,https://imgnews.pstatic.net/image/021/2023/12/19/0002611718_001_20231219192801052.jpg?type=w647,https://n.news.naver.com/mnews/article/021/0002611718?sid=102
102,주원주고속도로서 앞서가던 루프탑 텐트 고속버스 운전석 덮쳐,요약 실패,"https://imgnews.pstatic.net/image/654/2023/12/19/0000060788_001_20231219193203903.jpg?type=w647,https://imgnews.pstatic.net/image/654/2023/12/19/0000060788_002_20231219193203913.jpg?type=w647",https://n.news.naver.com/mnews/article/654/0000060788?sid=102
